episode_id,target_side_base,target_side_exterior_camera,chunk_index,progress_pregrasp,seed,visual_condition,energy_left,energy_right,margin_left_minus_right
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,0,both_hflip,0.3269398808479309,0.519486665725708,-0.1925467848777771
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,1,original,0.3485960364341736,0.40858685970306396,-0.05999082326889038
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,1,exterior_hflip,0.32487696409225464,0.444845050573349,-0.11996808648109436
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,1,wrist_hflip,0.23834601044654846,0.2830810546875,-0.04473504424095154
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,1,both_hflip,0.25420770049095154,0.4464155435562134,-0.19220784306526184
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,2,original,0.3787360191345215,0.4608979821205139,-0.08216196298599243
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,2,exterior_hflip,0.3634037673473358,0.4800375699996948,-0.11663380265235901
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,2,wrist_hflip,0.31909748911857605,0.34252357482910156,-0.023426085710525513
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,2,both_hflip,0.33071374893188477,0.47831106185913086,-0.1475973129272461
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,3,original,0.2681063413619995,0.356354296207428,-0.08824795484542847
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,3,exterior_hflip,0.2413536012172699,0.40208253264427185,-0.16072893142700195
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,3,wrist_hflip,0.19178614020347595,0.231481671333313,-0.039695531129837036
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,3,both_hflip,0.20299693942070007,0.4046241343021393,-0.2016271948814392
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,4,original,0.2668977975845337,0.36668598651885986,-0.09978818893432617
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,4,exterior_hflip,0.27978065609931946,0.39409616589546204,-0.11431550979614258
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,4,wrist_hflip,0.20599226653575897,0.24678152799606323,-0.04078926146030426
