episode_id,condition,target_side,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_left_mean,energy_right_mean,local_margin_left_minus_right_mean,local_margin_seed_sd,right_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_40_47_448240_L1_left_C1,C1,left,5,80,96,16,0.75,10,0.3037544921040535,0.31236068457365035,-0.008606192469596863,0.0019766258233742946,0.0,1.0,1.0,-0.1467653378844261,-0.024460889647404352,-0.03040127551013773,-0.03597501385725178
2026_08_18_00_40_47_448240_L1_left_C1,C1,left,6,96,112,16,0.875,10,0.2420199394226074,0.23319025635719298,0.008829683065414429,0.0017526509710912906,1.0,1.0,0.0,-0.13793565481901168,-0.019705093545573097,-0.028159506448677606,-0.03438294588699738
2026_08_18_00_40_47_448240_L1_left_C1,C1,left,7,112,128,16,1.0,10,0.2401187852025032,0.241127347946167,-0.0010085627436637878,0.0015107934867147931,0.2,0.8,0.8,-0.13894421756267547,-0.017368027195334434,-0.027405313567982776,-0.03358731420739049
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,0,0,16,16,0.10256410256410256,10,0.22221358269453048,0.2587082788348198,-0.03649469614028931,0.011033787183827654,0.0,1.0,1.0,-0.03649469614028931,-0.03649469614028931,-0.03649469614028931,-0.03649469614028931
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,1,16,32,16,0.20512820512820512,10,0.2225697174668312,0.2832046940922737,-0.060634976625442503,0.011198135140124785,0.0,1.0,1.0,-0.09712967276573181,-0.048564836382865906,-0.04792956584378293,-0.04676777314701173
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,2,32,48,16,0.3076923076923077,10,0.26104204505681994,0.29726243019104004,-0.03622038513422012,0.02087695847730767,0.0,1.0,1.0,-0.13335005789995194,-0.04445001929998398,-0.04446017896687543,-0.04423962247030362
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,3,48,64,16,0.41025641025641024,10,0.29991165548563004,0.28813302218914033,0.011778633296489715,0.005610350473674707,1.0,1.0,0.0,-0.12157142460346222,-0.030392856150865556,-0.03288159997147672,-0.035792427428968494
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,4,64,80,16,0.5128205128205128,10,0.36055311262607576,0.2849824786186218,0.07557063400745392,0.01614129106243329,1.0,1.0,0.0,-0.0460007905960083,-0.009200158119201659,-0.01661376487463713,-0.02460206921631602
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,5,80,96,16,0.6153846153846154,10,0.2888824552297592,0.25754517912864683,0.031337276101112366,0.00660961988637636,1.0,1.0,0.0,-0.014663514494895932,-0.0024439190824826554,-0.011285871432887186,-0.02072637833150432
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,6,96,112,16,0.717948717948718,10,0.25982536673545836,0.25712070763111117,0.002704659104347229,0.001808234685557486,1.0,1.0,0.0,-0.011958855390548704,-0.0017084079129355292,-0.010143787307398662,-0.019582454182678424
2026_08_18_00_41_27_880068_L1_left_C2,C2,left,7,112,128,16,0.8205128205128205,10,0.286436502635479,0.28831918239593507,-0.0018826797604560852,0.001403775458388735,0.1,0.9,0.9,-0.013841535151004789,-0.0017301918938755986,-0.009667184948921206,-0.01896464384605871
